cluster_id,description,name,level,parent_cluster_id,pct_total_occurrences,is_cluster,priority
authentic connection,,authentic connection,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.026,False,P4
emotional connection,,emotional connection,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.05,False,P4
emotional intimacy,,emotional intimacy,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.038,False,P4
emotional warmth,,emotional warmth,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.021,False,P4
intimacy,,intimacy,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.003,False,P2
maternal love,,maternal love,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.002,False,P1
relationship growth,,relationship growth,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.002,False,P1
tenderness,,tenderness,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.002,False,P1
unconditional love,,unconditional love,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.005,False,P3
warmth,,warmth,0,ai_values:l1:6c52a319-ac35-45a3-9b5b-e3df6688d40f,0.027,False,P4
entertainment,,entertainment,0,ai_values:l1:6e026b8f-59c7-4ba3-b357-9f4f5f5beca3,0.006,False,P3
entertainment value,,entertainment value,0,ai_values:l1:6e026b8f-59c7-4ba3-b357-9f4f5f5beca3,0.012,False,P4
balanced wellbeing,,balanced wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.006,False,P3
digital wellbeing,,digital wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.002,False,P1
flexibility,,flexibility,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.038,False,P4
holistic development,,holistic development,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.042,False,P4
holistic education,,holistic education,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.003,False,P2
holistic growth,,holistic growth,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.004,False,P2
holistic healing,,holistic healing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.001,False,P1
holistic health,,holistic health,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.021,False,P4
holistic wellbeing,,holistic wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.066,False,P4
holistic wellness,,holistic wellness,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.018,False,P4
human flourishing,,human flourishing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.002,False,P1
individual wellbeing,,individual wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.005,False,P3
long-term wellbeing,,long-term wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.006,False,P3
natural wellness,,natural wellness,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.003,False,P2
participant wellbeing,,participant wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.003,False,P2
patient wellbeing,,patient wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.056,False,P4
personal wellbeing,,personal wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.015,False,P4
personalized care,,personalized care,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.017,False,P4
positive parenting,,positive parenting,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.001,False,P1
quality of life,,quality of life,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.013,False,P4
self-care,,self-care,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.029,False,P4
staff wellbeing,,staff wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.002,False,P1
sustainable wellness,,sustainable wellness,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.002,False,P1
user wellbeing,,user wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.056,False,P4
well-being,,well-being,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.002,False,P1
wellbeing promotion,,wellbeing promotion,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.002,False,P1
wellness,,wellness,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.005,False,P3
wellness promotion,,wellness promotion,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.003,False,P2
youth wellbeing,,youth wellbeing,0,ai_values:l1:6f27c031-526a-4690-8af0-a44547092326,0.002,False,P1
error correction,,error correction,0,ai_values:l1:71e0d83e-534b-4de1-bda3-abe0e04801af,0.003,False,P2
legal rigor,,legal rigor,0,ai_values:l1:71e0d83e-534b-4de1-bda3-abe0e04801af,0.001,False,P1
methodical verification,,methodical verification,0,ai_values:l1:71e0d83e-534b-4de1-bda3-abe0e04801af,0.001,False,P1
methodological transparency,,methodological transparency,0,ai_values:l1:71e0d83e-534b-4de1-bda3-abe0e04801af,0.008,False,P3
scientific credibility,,scientific credibility,0,ai_values:l1:71e0d83e-534b-4de1-bda3-abe0e04801af,0.003,False,P2
systematic verification,,systematic verification,0,ai_values:l1:71e0d83e-534b-4de1-bda3-abe0e04801af,0.002,False,P1
verification,,verification,0,ai_values:l1:71e0d83e-534b-4de1-bda3-abe0e04801af,0.011,False,P3
descriptive precision,,descriptive precision,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.003,False,P2
legal precision,,legal precision,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.024,False,P4
linguistic accuracy,,linguistic accuracy,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.014,False,P4
linguistic clarity,,linguistic clarity,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.002,False,P1
linguistic fidelity,,linguistic fidelity,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.004,False,P2
linguistic precision,,linguistic precision,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.048,False,P4
precise communication,,precise communication,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.001,False,P1
precision,,precision,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.887,False,P4
specificity,,specificity,0,ai_values:l1:72b41673-e8d3-4622-b8d8-3071a1765b58,0.002,False,P1
client focus,,client focus,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.01,False,P3
client satisfaction,,client satisfaction,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.001,False,P1
client-centered service,,client-centered service,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.002,False,P1
client-centricity,,client-centricity,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.013,False,P4
client-focus,,client-focus,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.001,False,P1
consumer education,,consumer education,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.003,False,P2
customer benefit,,customer benefit,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.001,False,P1
customer education,,customer education,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.001,False,P1
customer engagement,,customer engagement,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.002,False,P1
customer experience,,customer experience,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.003,False,P2
customer responsiveness,,customer responsiveness,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.002,False,P1
customer satisfaction,,customer satisfaction,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.013,False,P4
customer success,,customer success,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.003,False,P2
customer-centricity,,customer-centricity,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.026,False,P4
guest comfort,,guest comfort,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.002,False,P1
personalized service,,personalized service,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.001,False,P1
proactive assistance,,proactive assistance,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.052,False,P4
proactive engagement,,proactive engagement,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.003,False,P2
service-orientation,,service-orientation,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.04,False,P4
service-oriented,,service-oriented,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.002,False,P1
success with clients,,success with clients,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.005,False,P3
user alignment,,user alignment,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.01,False,P3
user benefit,,user benefit,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.003,False,P2
user enablement,,user enablement,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.007,False,P3
user responsiveness,,user responsiveness,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.028,False,P4
user service,,user service,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.01,False,P3
user-centric,,user-centric,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.008,False,P3
user-focused,,user-focused,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.008,False,P3
user-focused service,,user-focused service,0,ai_values:l1:73c72acf-2775-471b-9e42-40b49ad14c15,0.001,False,P1
analytical neutrality,,analytical neutrality,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.002,False,P1
descriptive neutrality,,descriptive neutrality,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.002,False,P1
intellectual objectivity,,intellectual objectivity,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.005,False,P3
journalistic neutrality,,journalistic neutrality,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.002,False,P1
journalistic objectivity,,journalistic objectivity,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.007,False,P3
moral neutrality,,moral neutrality,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.006,False,P3
narrative neutrality,,narrative neutrality,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.003,False,P2
narrative objectivity,,narrative objectivity,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.002,False,P1
objectivity,,objectivity,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.587,False,P4
value neutrality,,value neutrality,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.005,False,P3
value-neutrality,,value-neutrality,0,ai_values:l1:74b46b55-a7aa-43fc-a28e-0938b97a70d1,0.001,False,P1
female empowerment,,female empowerment,0,ai_values:l1:7886d7fb-900e-4be1-b84d-0b047fd6eecf,0.017,False,P4
gender equality,,gender equality,0,ai_values:l1:7886d7fb-900e-4be1-b84d-0b047fd6eecf,0.047,False,P4
gender equity,,gender equity,0,ai_values:l1:7886d7fb-900e-4be1-b84d-0b047fd6eecf,0.002,False,P1
gender inclusivity,,gender inclusivity,0,ai_values:l1:7886d7fb-900e-4be1-b84d-0b047fd6eecf,0.004,False,P2
gender sensitivity,,gender sensitivity,0,ai_values:l1:7886d7fb-900e-4be1-b84d-0b047fd6eecf,0.002,False,P1
misogyny,,misogyny,0,ai_values:l1:7886d7fb-900e-4be1-b84d-0b047fd6eecf,0.003,False,P2
women's empowerment,,women's empowerment,0,ai_values:l1:7886d7fb-900e-4be1-b84d-0b047fd6eecf,0.014,False,P4
client advocacy,,client advocacy,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.006,False,P3
consumer advocacy,,consumer advocacy,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.004,False,P2
consumer empowerment,,consumer empowerment,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.005,False,P3
consumer welfare,,consumer welfare,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.001,False,P1
consumer wellbeing,,consumer wellbeing,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.002,False,P1
customer advocacy,,customer advocacy,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.002,False,P1
customer care,,customer care,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.019,False,P4
customer empathy,,customer empathy,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.003,False,P2
customer empowerment,,customer empowerment,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.004,False,P2
customer focus,,customer focus,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.061,False,P4
customer relationships,,customer relationships,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.001,False,P1
customer respect,,customer respect,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.003,False,P2
customer service,,customer service,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.082,False,P4
customer service orientation,,customer service orientation,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.001,False,P1
customer trust,,customer trust,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.003,False,P2
customer wellbeing,,customer wellbeing,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.003,False,P2
focus on users,,focus on users,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.007,False,P3
respect for clients,,respect for clients,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.002,False,P1
service mindset,,service mindset,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.004,False,P2
thoughtful service,,thoughtful service,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.001,False,P1
user advocacy,,user advocacy,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.002,False,P1
user support,,user support,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.014,False,P4
user-centricity,,user-centricity,0,ai_values:l1:78c6c6ff-705e-4fd4-ac84-51e8207375fb,0.198,False,P4
luxury,,luxury,0,ai_values:l1:7a900bdf-018e-42ce-a937-facf95947a0e,0.003,False,P2
luxury lifestyle,,luxury lifestyle,0,ai_values:l1:7a900bdf-018e-42ce-a937-facf95947a0e,0.002,False,P1
automation,,automation,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.002,False,P1
efficiency,,efficiency,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,1.657,False,P4
efficiency optimization,,efficiency optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.019,False,P4
optimization,,optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.09,False,P4
optimization focus,,optimization focus,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.002,False,P1
organizational process,,organizational process,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.002,False,P1
performance optimization,,performance optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.017,False,P4
practical organization,,practical organization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.004,False,P2
pragmatic optimization,,pragmatic optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.007,False,P3
proactive optimization,,proactive optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.001,False,P1
process efficiency,,process efficiency,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.002,False,P1
process improvement,,process improvement,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.002,False,P1
process optimization,,process optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.007,False,P3
process orientation,,process orientation,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.008,False,P3
productivity optimization,,productivity optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.002,False,P1
simplification,,simplification,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.007,False,P3
standardization,,standardization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.015,False,P4
strategic optimization,,strategic optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.011,False,P3
systematic efficiency,,systematic efficiency,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.004,False,P2
systematic optimization,,systematic optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.005,False,P3
technical optimization,,technical optimization,0,ai_values:l1:7afef690-0ac6-42a0-9aa4-8737b2711fe4,0.007,False,P3
anti-corruption,,anti-corruption,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.002,False,P1
balanced governance,,balanced governance,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.004,False,P2
corporate accountability,,corporate accountability,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.002,False,P1
ethical governance,,ethical governance,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.007,False,P3
ethical negligence,,ethical negligence,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.004,False,P2
ethical oversight,,ethical oversight,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.004,False,P2
government accountability,,government accountability,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.001,False,P1
human oversight,,human oversight,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.005,False,P3
institutional accountability,,institutional accountability,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.013,False,P4
institutional authority,,institutional authority,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.002,False,P1
institutional compliance,,institutional compliance,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.004,False,P2
institutional credibility,,institutional credibility,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.001,False,P1
institutional integrity,,institutional integrity,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.018,False,P4
institutional legitimacy,,institutional legitimacy,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.002,False,P1
institutional propriety,,institutional propriety,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.002,False,P1
institutional responsibility,,institutional responsibility,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.003,False,P2
institutional transparency,,institutional transparency,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.002,False,P1
proper governance,,proper governance,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.002,False,P1
stakeholder care,,stakeholder care,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.001,False,P1
stakeholder protection,,stakeholder protection,0,ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,0.003,False,P2
accommodation,,accommodation,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.008,False,P3
dignity of students,,dignity of students,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.003,False,P2
dignity preservation,,dignity preservation,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.041,False,P4
human dignity,,human dignity,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.185,False,P4
objectification,,objectification,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.019,False,P4
participant welfare,,participant welfare,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.001,False,P1
patient dignity,,patient dignity,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.009,False,P3
respect for the deceased,,respect for the deceased,0,ai_values:l1:7c8ab0d2-eaa0-4a59-bf67-bd8a9c1dcc50,0.002,False,P1
achievement focus,,achievement focus,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.002,False,P1
achievement-focused,,achievement-focused,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.002,False,P1
achievement-orientation,,achievement-orientation,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.005,False,P3
athletic excellence,,athletic excellence,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.004,False,P2
career success,,career success,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.005,False,P3
goal achievement,,goal achievement,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.008,False,P3
goal-orientation,,goal-orientation,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.004,False,P2
goal-oriented support,,goal-oriented support,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.001,False,P1
hard work,,hard work,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.003,False,P2
practical achievement,,practical achievement,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.002,False,P1
professional achievement,,professional achievement,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.004,False,P2
professional success,,professional success,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.004,False,P2
purposeful action,,purposeful action,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.002,False,P1
respect for goals,,respect for goals,0,ai_values:l1:7e208c03-bd34-4a71-bf09-aac5ad8625b4,0.002,False,P1
elderly care,,elderly care,0,ai_values:l1:7e53e168-02fe-4f11-b7b6-b624bd920a55,0.002,False,P1
elderly dignity,,elderly dignity,0,ai_values:l1:7e53e168-02fe-4f11-b7b6-b624bd920a55,0.001,False,P1
elderly wellbeing,,elderly wellbeing,0,ai_values:l1:7e53e168-02fe-4f11-b7b6-b624bd920a55,0.001,False,P1
appropriate boundaries,,appropriate boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.036,False,P4
balanced boundaries,,balanced boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.001,False,P1
boundaries,,boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.038,False,P4
boundary maintenance,,boundary maintenance,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.006,False,P3
boundary rejection,,boundary rejection,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.002,False,P1
boundary respect,,boundary respect,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.013,False,P4
boundary violation,,boundary violation,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.012,False,P4
boundary-setting,,boundary-setting,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.009,False,P3
clear boundaries,,clear boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.01,False,P3
healthy boundaries,,healthy boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.079,False,P4
maintaining boundaries,,maintaining boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.002,False,P1
principled boundaries,,principled boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.002,False,P1
protective boundaries,,protective boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.004,False,P2
relationship boundaries,,relationship boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.004,False,P2
respectful boundaries,,respectful boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.019,False,P4
responsible boundaries,,responsible boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.003,False,P2
tasteful boundaries,,tasteful boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.001,False,P1
therapeutic alliance,,therapeutic alliance,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.001,False,P1
therapeutic boundaries,,therapeutic boundaries,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.002,False,P1
therapeutic ethics,,therapeutic ethics,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.004,False,P2
therapeutic integrity,,therapeutic integrity,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.001,False,P1
therapeutic support,,therapeutic support,0,ai_values:l1:8319377e-66e7-41c3-a4f6-934037091d21,0.003,False,P2
business etiquette,,business etiquette,0,ai_values:l1:83ab16d8-9ba1-4c56-b28e-b4b71d717de8,0.009,False,P3
organizational respect,,organizational respect,0,ai_values:l1:83ab16d8-9ba1-4c56-b28e-b4b71d717de8,0.008,False,P3
professional etiquette,,professional etiquette,0,ai_values:l1:83ab16d8-9ba1-4c56-b28e-b4b71d717de8,0.002,False,P1
workplace courtesy,,workplace courtesy,0,ai_values:l1:83ab16d8-9ba1-4c56-b28e-b4b71d717de8,0.001,False,P1
workplace etiquette,,workplace etiquette,0,ai_values:l1:83ab16d8-9ba1-4c56-b28e-b4b71d717de8,0.004,False,P2
workplace respect,,workplace respect,0,ai_values:l1:83ab16d8-9ba1-4c56-b28e-b4b71d717de8,0.003,False,P2
data accuracy,,data accuracy,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.006,False,P3
data quality,,data quality,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.009,False,P3
data-driven,,data-driven,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.018,False,P4
data-driven analysis,,data-driven analysis,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.008,False,P3
data-driven approach,,data-driven approach,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.002,False,P1
data-driven decision making,,data-driven decision making,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.023,False,P4
data-driven decisions,,data-driven decisions,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.053,False,P4
data-driven excellence,,data-driven excellence,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.001,False,P1
data-driven improvement,,data-driven improvement,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.002,False,P1
data-driven optimization,,data-driven optimization,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.007,False,P3
data-driven planning,,data-driven planning,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.002,False,P1
data-driven results,,data-driven results,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.001,False,P1
